bodyId,type,type_lab,cluster,function,reference
14527,AN05B103,AN05B103,1,,
14534,ANXXX098,ANXXX098,7,puff-responsive (leg tactile),Chen 2023
14537,DNge078,DNge078,17,antennal grooming,"Braun 2024?, Hampel 2015"
14554,DNg72,DNg72,17,,
14561,AN06B025,AN06B025,10,,
14567,AN27X009,AN27X009,14,,
14569,DNg04,DNg04,10,,
14579,AN27X022,AN27X022,2,,
14587,AN08B018,AN08B018,13,,
14600,AN12B004,AN12B004,13,,
14628,AN09B023,AN09B023,3,,
14642,AN09B002,AN09B002,1,,
14656,AN06B025,AN06B025,10,,
14686,DNg11,DNg11,10,front leg rubbing,Guo 2022
14700,AN01A086,AN01A086,6,,
14716,AN27X018,AN27X018,15,,
14758,AN08B018,AN08B018,13,,
14793,DNge121,DNge121,5,,
14794,AN09B012,AN09B012,2,,
14801,DNge111,DNge111,6,,
14804,DNg63,DNg63,12,,
14826,AN27X021,AN27X021,4,,
14832,"DNp51,DNpe019","DNp51,DNpe019",10,,
14842,DNge184,DNge184,6,,
14846,DNp39,DNp39,11,,
14854,DNg72,DNg72,17,,
14863,AN19A018,AN19A018,15,halting,Sapkal 2024
14885,DNpe040,DNpe040,16,,
14887,DNge072,DNge072,9,,
14899,AN05B006,AN05B006,15,,
14936,DNge052,DNge052,10,,
14950,ANXXX094,ANXXX094,14,,
14952,DNg09_b,DNg09_b,6,,
14964,DNge113,DNge113,9,,
14968,AN06B037,AN06B037,10,,
14970,DNge052,DNge052,10,,
14973,AN19A018,AN19A018,15,halting,Sapkal 2024
14976,ANXXX094,ANXXX094,14,,
14989,DNge127,DNge127,1,,
14994,ANXXX027,ANXXX027,3,,
15014,DNge121,DNge121,5,,
15024,DNp21,DNp21,16,,
15028,DNp41,DNp41,11,,
15047,DNge184,DNge184,6,,
15063,DNg50,DNg50,16,,
15064,DNg05_a,DNg05_a,6,,
15065,DNge016,DNge016,5,,
15070,AN08B012,AN08B012,3,,
15072,DNpe004,DNpe004,10,,
15087,AN10B019,AN10B019,13,,
15100,AN10B019,AN10B019,13,,
15105,DNg55,DNg55,1,steering,Sapkal 2024
15144,AN09B011,AN09B011,14,,
15148,DNg62,DNg62,17,antennal grooming,"Braun 2024?, Hampel 2015"
15156,DNge147,DNge147,17,,
15171,AN09B004,AN09B004,2,,
15188,AN04B001,AN04B001,2,,
15190,AN17A012,AN17A012,15,,
15192,AN05B097,AN05B097,15,,
15201,DNg72,DNg72,17,,
15207,AN09B002,AN09B002,1,,
15254,DNge057,DNge057,17,,
15286,DNg47,DNg47,17,,
15291,AN05B099,AN05B099,2,,
15306,DNpe020,DNpe020,12,,
15326,DNg109,DNg109,12,,
15344,AN07B037_b,AN07B037_b,8,,
15347,DNge082,DNge082,12,,
15354,AN17B009,AN17B009,14,,
15394,DNge147,DNge147,17,,
15442,DNg46,DNg46,10,,
15443,ANXXX027,ANXXX027,3,,
15448,DNge097,DNge097,10,,
15450,DNge057,DNge057,17,,
15454,DNg58,DNg58,14,,
15457,DNpe004,DNpe004,10,,
15483,DNge175,DNge175,5,,
15485,DNge145,DNge145,6,,
15491,DNpe028,DNpe028,12,,
15492,AN10B020,AN10B020,7,,
15502,DNp41,DNp41,11,,
15503,DNge019,DNge019,17,,
15509,DNge091,DNge091,5,,
15509,DNge091,DNge091,5,,
15509,DNge091,DNge091,5,,
15514,AN27X013,AN27X013,1,,
15533,AN17A050,AN17A050,3,,
15537,AN12B017,AN12B017,14,,
15550,ANXXX002,ANXXX002,0,,
15559,ANXXX041,ANXXX041,1,,
15568,DNg11,DNg11,10,front leg rubbing,Guo 2022
15575,DNge030,DNge030,10,,
15590,AN10B017,AN10B017,7,,
15639,ANXXX041,ANXXX041,1,,
15643,ANXXX007,ANXXX007,7,,
15645,AN09B017d,AN09B017d,4,,
15650,AN08B034,AN08B034,14,,
15653,DNge012,DNge012,17,antennal grooming?,Hampel 2015
15667,DNpe014,DNpe014,11,,
15672,AN12B004,AN12B004,13,,
15673,DNg20,DNg20,5,,
15681,DNge113,DNge113,9,,
15705,DNge081,DNge081,1,,
15720,DNge124,DNge124,12,,
15740,ANXXX071,ANXXX071,17,,
15749,ANXXX071,ANXXX071,17,,
15751,AN17A003,AN17A003,3,,
15758,AN05B099,AN05B099,2,,
15760,DNg72,DNg72,17,,
15796,DNg106,DNg106,5,,
15800,DNge072,DNge072,9,,
15811,DNg45,DNg45,1,,
15821,DNge081,DNge081,1,,
15825,DNg21,DNg21,1,,
15833,DNp52,DNp52,1,,
15835,DNp25,DNp25,15,,
15847,DNg107,DNg107,1,,
15857,DNge058,DNge058,1,,
15884,AN17A076,AN17A076,3,,
15906,AN23B001,AN23B001,3,,
15931,AN06B037,AN06B037,10,,
15939,DNp41,DNp41,11,,
15941,AN08B024,AN08B024,13,,
15945,DNpe035,DNpe035,15,,
15981,AN09B004,AN09B004,2,,
15988,DNge064,DNge064,12,,
15995,DNge013,DNge013,16,,
16063,AN07B017,AN07B017,17,,
16078,DNge181,DNge181,6,,
16079,DNge068,DNge068,17,,
16086,ANXXX041,ANXXX041,1,,
16098,DNge029,DNge029,17,,
16118,DNge145,DNge145,6,,
16119,DNpe014,DNpe014,11,,
16130,DNge034,DNge034,1,,
16173,AN27X018,AN27X018,15,,
16174,AN17B009,AN17B009,14,,
16176,AN08B034,AN08B034,14,,
16189,AN08B024,AN08B024,13,,
16191,DNb03,DNb03,10,,
16200,AN08B024,AN08B024,13,,
16202,AN17A012,AN17A012,15,,
16221,DNg21,DNg21,1,,
16230,AN10B020,AN10B020,7,,
16245,DNpe033,DNpe033,1,,
16257,DNge091,DNge091,5,,
16257,DNge091,DNge091,5,,
16257,DNge091,DNge091,5,,
16297,AN00A006,AN00A006,15,,
16302,AN09B017d,AN09B017d,4,,
16307,DNge001,DNge001,17,,
16326,AN08B025,AN08B025,7,,
16336,ANXXX098,ANXXX098,7,puff-responsive (leg tactile),Chen 2023
16338,AN12B006,AN12B006,13,,
16369,DNg01_b,DNg01_b,10,,
16384,AN17A003,AN17A003,3,,
16399,DNg11,DNg11,10,front leg rubbing,Guo 2022
16458,ANXXX041,ANXXX041,1,,
16462,ANXXX139,ANXXX139,15,,
16466,AN05B102d,AN05B102d,4,,
16471,DNg106,DNg106,5,,
16500,AN05B097,AN05B097,15,,
16505,AN05B102d,AN05B102d,4,,
16506,AN04B023,AN04B023,1,,
16510,AN09B009,AN09B009,3,,
16535,AN09B017c,AN09B017c,4,,
16536,DNge075,DNge075,2,,
16542,AN19A018,AN19A018,15,halting,Sapkal 2024
16544,AN18B022,AN18B022,10,,
16563,AN19B028,AN19B028,10,,
16569,AN05B097,AN05B097,15,,
16593,ANXXX002,ANXXX002,0,,
16616,AN19B025,AN19B025,9,,
16623,DNge034,DNge034,1,,
16672,AN17B008,AN17B008,6,,
16675,AN08B112,AN08B112,7,,
16687,AN09B033,AN09B033,4,,
16697,AN08B025,AN08B025,7,,
16701,DNpe012_a,DNpe012_a,10,,
16703,DNpe033,DNpe033,1,,
16712,DNb03,DNb03,10,,
16730,AN08B024,AN08B024,13,,
16731,DNg94,DNg94,10,,
16741,DNge019,DNge019,17,,
16746,DNge064,DNge064,12,,
16747,AN09B017b,AN09B017b,4,,
16749,AN08B024,AN08B024,13,,
16750,AN17B016,AN17B016,14,,
16829,DNb03,DNb03,10,,
16830,AN09B017c,AN09B017c,4,,
16850,DNg23,DNg23,5,,
16856,DNge134,DNge134,13,,
16864,DNg59,DNg59,5,,
16868,AN17A002,AN17A002,2,,
16878,DNge019,DNge019,17,,
16885,AN27X009,AN27X009,14,,
16893,AN10B026,AN10B026,1,,
16897,AN04B003,AN04B003,14,,
16918,AN18B022,AN18B022,10,,
16923,ANXXX007,ANXXX007,7,,
16935,DNge097,DNge097,10,,
16942,DNge098,DNge098,17,,
16957,AN09B004,AN09B004,2,,
16966,ANXXX218,ANXXX218,14,,
16977,ANXXX098,ANXXX098,7,puff-responsive (leg tactile),Chen 2023
16983,AN17B016,AN17B016,14,,
16994,DNg17,DNg17,17,,
17019,DNpe004,DNpe004,10,,
17093,DNg45,DNg45,1,,
17094,AN09B023,AN09B023,3,,
17097,AN06B007,AN06B007,1,,
17101,DNg106,DNg106,5,,
17103,AN09B017a,AN09B017a,4,,
17120,DNg82,DNg82,10,,
17124,ANXXX082,ANXXX082,14,,
17158,AN05B099,AN05B099,2,,
17179,DNa07,DNa07,10,,
17198,DNge035,DNge035,0,,
17199,DNg82,DNg82,10,,
17206,AN08B026,AN08B026,1,,
17210,DNpe036,DNpe036,16,,
17211,DNge174,DNge174,17,,
17231,AN08B027,AN08B027,1,,
17253,AN09B007,AN09B007,14,,
17322,AN27X016,AN27X016,13,,
17331,DNg02_d,DNg02_d,10,flight,Namiki 2022
17333,DNg106,DNg106,5,,
17335,AN09B017a,AN09B017a,4,,
17344,ANXXX218,ANXXX218,14,,
17361,AN10B021,AN10B021,14,,
17367,DNp65,DNp65,16,,
17373,DNg58,DNg58,14,,
17378,AN27X017,AN27X017,17,,
17382,AN06B034,AN06B034,10,,
17386,DNg12_d,DNg12_d,9,ventral head grooming and front leg rubbing,Guo 2022
17416,AN05B102c,AN05B102c,4,,
17446,AN19B036,AN19B036,14,,
17448,ANXXX098,ANXXX098,7,puff-responsive (leg tactile),Chen 2023
17452,AN17A012,AN17A012,15,,
17456,AN02A009,AN02A009,7,,
17471,DNg09_b,DNg09_b,6,,
17490,AN04B001,AN04B001,2,,
17492,AN05B023d,AN05B023d,4,,
17494,AN06B039,AN06B039,14,,
17503,ANXXX093,ANXXX093,4,,
17510,AN19A018,AN19A018,15,halting,Sapkal 2024
17513,AN05B009,AN05B009,3,,
17519,ANXXX120,ANXXX120,13,,
17522,AN18B001,AN18B001,12,,
17524,AN06B057,AN06B057,7,,
17549,AN09B011,AN09B011,14,,
17554,ANXXX470,ANXXX470,4,taste,Kim 2017
17555,DNxl114,DNxl114,2,,
17585,AN02A017,AN02A017,8,,
17628,AN23B001,AN23B001,3,,
17637,AN08B027,AN08B027,1,,
17674,AN03B094,AN03B094,13,,
17684,AN17A015,AN17A015,2,,
17695,AN07B017,AN07B017,17,,
17713,AN04B003,AN04B003,14,,
17724,AN19B049,AN19B049,13,,
17727,DNg09_a,DNg09_a,6,,
17739,DNge105,DNge105,17,,
17757,AN19B001,AN19B001,16,,
17788,AN10B021,AN10B021,14,,
17792,AN08B026,AN08B026,1,,
17832,AN06B026,AN06B026,13,,
17873,AN02A009,AN02A009,7,,
17887,ANXXX131,ANXXX131,13,,
17955,ANXXX120,ANXXX120,13,,
17967,DNde006,DNde006,1,,
18050,AN09B009,AN09B009,3,,
18054,AN04B023,AN04B023,1,,
18072,DNp16_a,DNp16_a,10,,
18110,DNge145,DNge145,6,,
18122,DNg77,DNg77,2,,
18134,AN12A003,AN12A003,14,,
18153,AN17A012,AN17A012,15,,
18159,DNge174,DNge174,17,,
18164,AN05B102c,AN05B102c,4,,
18183,DNg02_f,DNg02_f,10,flight,Namiki 2022
18229,DNge021,DNge021,17,,
18232,AN09B027,AN09B027,14,,
18265,DNge019,DNge019,17,,
18278,AN05B029,AN05B029,3,,
18279,AN09B007,AN09B007,14,,
18281,ANXXX050,ANXXX050,15,,
18324,AN05B025,AN05B025,4,,
18325,AN09B018,AN09B018,15,,
18338,AN09B003,AN09B003,1,,
18366,AN12B019,AN12B019,14,,
18373,AN17B007,AN17B007,14,,
18430,AN05B023c,AN05B023c,4,,
18436,AN07B037_a,AN07B037_a,13,,
18445,AN19B049,AN19B049,13,,
18455,AN17B008,AN17B008,6,,
18490,AN06B057,AN06B057,7,,
18513,AN02A005,AN02A005,8,,
18532,DNg09_a,DNg09_a,6,,
18556,DNg03,DNg03,6,,
18562,DNg11,DNg11,10,front leg rubbing,Guo 2022
18568,AN27X003,AN27X003,1,,
18572,AN06B090,AN06B090,6,,
18589,AN02A005,AN02A005,8,,
18607,DNpe037,DNpe037,11,,
18616,DNg12_a,DNg12_a,9,ventral head grooming and front leg rubbing,Guo 2022
18626,AN06B026,AN06B026,13,,
18627,AN05B025,AN05B025,4,,
18641,AN05B026,AN05B026,4,,
18643,AN09B027,AN09B027,14,,
18679,AN08B026,AN08B026,1,,
18696,AN05B023c,AN05B023c,4,,
18714,AN18B004,AN18B004,3,,
18804,AN09B012,AN09B012,2,,
18811,AN12A003,AN12A003,14,,
18940,AN05B006,AN05B006,15,,
18957,AN05B099,AN05B099,2,,
19030,DNge091,DNge091,5,,
19030,DNge091,DNge091,5,,
19030,DNge091,DNge091,5,,
19038,DNg106,DNg106,5,,
19043,AN08B026,AN08B026,1,,
19063,AN17A015,AN17A015,2,,
19084,DNge029,DNge029,17,,
19090,AN07B037_a,AN07B037_a,13,,
19124,AN03A002,AN03A002,9,"front leg walking, pushing, grooming",Chen 2023
19175,AN06B002,AN06B002,14,,
19197,AN09B018,AN09B018,15,,
19206,AN06B034,AN06B034,10,,
19214,DNge019,DNge019,17,,
19217,AN23B003,AN23B003,1,,
19227,AN08B069,AN08B069,13,wing vibration,Lillvis 2024
19247,DNg106,DNg106,5,,
19268,DNge177,DNge177,9,,
19280,AN08B028,AN08B028,13,,
19408,AN10B022,AN10B022,7,,
19411,AN09B029,AN09B029,3,,
19419,AN09B029,AN09B029,3,,
19428,DNge144,DNge144,1,,
19433,AN19B025,AN19B025,9,,
19440,AN09B016,AN09B016,14,,
19441,DNg12_a,DNg12_a,9,ventral head grooming and front leg rubbing,Guo 2022
19450,DNge091,DNge091,5,,
19450,DNge091,DNge091,5,,
19450,DNge091,DNge091,5,,
19455,DNg12_h,DNg12_h,9,ventral head grooming and front leg rubbing,Guo 2022
19457,AN06B002,AN06B002,14,,
19480,ANXXX462a,ANXXX462a,4,,
19489,DNpe010,DNpe010,10,,
19570,DNpe010,DNpe010,10,,
19573,DNg08,DNg08,6,,
19581,AN17A062,AN17A062,2,,
19607,AN19B024,AN19B024,10,,
19612,ANXXX030,ANXXX030,1,,
19631,DNg12_h,DNg12_h,9,ventral head grooming and front leg rubbing,Guo 2022
19633,DNg11,DNg11,10,front leg rubbing,Guo 2022
19651,AN07B037_a,AN07B037_a,13,,
19664,DNge019,DNge019,17,,
19691,DNge110,DNge110,6,,
19709,AN05B097,AN05B097,15,,
19733,ANXXX174,ANXXX174,13,,
19749,DNge091,DNge091,5,,
19749,DNge091,DNge091,5,,
19749,DNge091,DNge091,5,,
19753,AN23B003,AN23B003,1,,
19773,DNg02_g,DNg02_g,10,flight,Namiki 2022
19871,DNg06,DNg06,6,,
19886,AN04B023,AN04B023,1,,
19946,DNge177,DNge177,9,,
19960,DNa07,DNa07,10,,
19962,DNge181,DNge181,6,,
19981,AN06A015,AN06A015,7,,
19982,AN04B023,AN04B023,1,,
19994,DNge091,DNge091,5,,
19994,DNge091,DNge091,5,,
19994,DNge091,DNge091,5,,
20010,AN06B002,AN06B002,14,,
20014,AN19B024,AN19B024,10,,
20022,AN02A017,AN02A017,8,,
20051,DNge183,DNge183,6,,
20054,DNge091,DNge091,5,,
20054,DNge091,DNge091,5,,
20054,DNge091,DNge091,5,,
20065,ANXXX055,ANXXX055,15,,
20102,DNge178,DNge178,17,,
20106,ANXXX075,ANXXX075,2,,
20108,AN05B102b,AN05B102b,4,,
20129,DNg12_e,DNg12_e,17,ventral head grooming and front leg rubbing,Guo 2022
20131,DNpe004,DNpe004,10,,
20170,AN17B013,AN17B013,7,,
20185,DNg36_a,DNg36_a,10,,
20216,AN07B106,AN07B106,14,,
20217,ANXXX165,ANXXX165,13,,
20227,ANXXX005,ANXXX005,2,,
20234,DNge175,DNge175,5,,
20288,DNge177,DNge177,9,,
20289,DNg02_g,DNg02_g,10,flight,Namiki 2022
20328,AN09B060,AN09B060,2,,
20344,AN08B026,AN08B026,1,,
20354,DNg57,DNg57,5,,
20371,ANXXX151,ANXXX151,4,,
20398,AN01A033,AN01A033,1,,
20408,DNge021,DNge021,17,,
20414,DNp16_a,DNp16_a,10,,
20418,DNpe053,DNpe053,16,,
20456,AN08B028,AN08B028,13,,
20473,DNg12_c,DNg12_c,9,ventral head grooming and front leg rubbing,Guo 2022
20489,AN02A025,AN02A025,13,,
20515,DNg08,DNg08,6,,
20525,AN07B013,AN07B013,2,,
20530,AN05B024,AN05B024,2,,
20531,DNg09_a,DNg09_a,6,,
20539,AN12B006,AN12B006,13,,
20636,AN12B019,AN12B019,14,,
20643,DNg57,DNg57,5,,
20644,AN09B014,AN09B014,5,,
20691,AN08B069,AN08B069,13,wing vibration,Lillvis 2024
20734,AN19B036,AN19B036,14,,
20743,DNge019,DNge019,17,,
20745,DNpe009,DNpe009,10,,
20753,DNp16_b,DNp16_b,10,,
20769,AN23B004,AN23B004,14,,
20774,DNg36_a,DNg36_a,10,,
20788,DNg12_c,DNg12_c,9,ventral head grooming and front leg rubbing,Guo 2022
20821,DNg08,DNg08,6,,
20831,AN09A005,AN09A005,14,,
20842,AN09B059,AN09B059,1,,
20849,DNg02_b,DNg02_b,10,flight,Namiki 2022
20886,DNge025,DNge025,17,,
20891,ANXXX116,ANXXX116,15,,
20898,AN09B060,AN09B060,2,,
20923,DNg110,DNg110,6,,
20962,DNg02_f,DNg02_f,10,flight,Namiki 2022
20977,AN23B004,AN23B004,14,,
20983,AN06A015,AN06A015,7,,
21020,ANXXX165,ANXXX165,13,,
21027,DNp17,DNp17,10,steering?,
21031,DNp72,DNp72,10,,
21035,ANXXX151,ANXXX151,4,,
21050,ANXXX174,ANXXX174,13,,
21061,AN10B020,AN10B020,7,,
21122,DNg02_a,DNg02_a,10,flight,Namiki 2022
21128,AN17B008,AN17B008,6,,
21140,AN08B009,AN08B009,1,,
21146,DNge091,DNge091,5,,
21146,DNge091,DNge091,5,,
21146,DNge091,DNge091,5,,
21149,DNg107,DNg107,1,,
21155,DNg106,DNg106,5,,
21182,AN06B014,AN06B014,9,,
21195,AN05B097,AN05B097,15,,
21239,ANXXX106,ANXXX106,6,,
21254,ANXXX150,ANXXX150,15,reproduction,Feng 2014
21278,DNg106,DNg106,5,,
21296,AN04B023,AN04B023,1,,
21309,AN05B102b,AN05B102b,4,,
21354,AN08B086,AN08B086,13,,
21360,AN04B001,AN04B001,2,,
21403,DNge183,DNge183,6,,
21428,DNge091,DNge091,5,,
21428,DNge091,DNge091,5,,
21428,DNge091,DNge091,5,,
21484,AN08B034,AN08B034,14,,
21512,AN08B013,AN08B013,2,,
21527,ANXXX472,ANXXX472,14,,
21533,AN10B008,AN10B008,9,,
21549,AN08B009,AN08B009,1,,
21578,DNg106,DNg106,5,,
21581,DNge178,DNge178,17,,
21589,DNge111,DNge111,6,,
21624,DNg12_a,DNg12_a,9,ventral head grooming and front leg rubbing,Guo 2022
21662,AN07B106,AN07B106,14,,
21668,DNge019,DNge019,17,,
21712,DNp16_b,DNp16_b,10,,
21730,AN23B010,AN23B010,17,,
21743,AN19B014,AN19B014,9,,
21763,AN13B002,AN13B002,4,,
21764,AN09B059,AN09B059,1,,
21770,AN09B034,AN09B034,1,,
21783,AN27X008,AN27X008,6,flight,Cheong 2024
21803,AN08B048,AN08B048,14,,
21863,DNg106,DNg106,5,,
21870,AN10B022,AN10B022,7,,
21929,AN12B005,AN12B005,1,,
22012,DNxl114,DNxl114,2,,
22024,DNge181,DNge181,6,,
22033,DNg12_c,DNg12_c,9,ventral head grooming and front leg rubbing,Guo 2022
22047,AN00A006,AN00A006,15,,
22058,ANXXX030,ANXXX030,1,,
22080,DNg12_g,DNg12_g,8,ventral head grooming and front leg rubbing,Guo 2022
22087,DNg83,DNg83,5,,
22090,AN27X016,AN27X016,13,,
22115,AN08B050,AN08B050,1,,
22128,DNg12_g,DNg12_g,8,ventral head grooming and front leg rubbing,Guo 2022
22158,DNpe012_b,DNpe012_b,10,,
22190,DNg12_e,DNg12_e,17,ventral head grooming and front leg rubbing,Guo 2022
22210,AN06B089,AN06B089,3,,
22247,AN07B013,AN07B013,2,,
22319,AN08B010,AN08B010,14,,
22356,dMS9,dMS9,14,pulse song,Lillvis 2024
22390,DNge008,DNge008,6,,
22393,DNg02_a,DNg02_a,10,flight,Namiki 2022
22404,DNg02_a,DNg02_a,10,flight,Namiki 2022
22432,ANXXX049,ANXXX049,14,,
22462,DNg02_g,DNg02_g,10,flight,Namiki 2022
22469,AN18B019,AN18B019,14,,
22474,DNg12_e,DNg12_e,17,ventral head grooming and front leg rubbing,Guo 2022
22480,AN18B019,AN18B019,14,,
22499,AN10B009,AN10B009,17,,
22518,AN09B060,AN09B060,2,,
22564,DNg12_e,DNg12_e,17,ventral head grooming and front leg rubbing,Guo 2022
22572,AN09B034,AN09B034,1,,
22596,DNg12_e,DNg12_e,17,ventral head grooming and front leg rubbing,Guo 2022
22597,AN01A033,AN01A033,1,,
22617,AN10B022,AN10B022,7,,
22627,DNge095,DNge095,10,,
22645,DNge087,DNge087,8,,
22692,DNg110,DNg110,6,,
22728,AN17A004,AN17A004,3,,
22757,DNge019,DNge019,17,,
22758,DNg67,DNg67,4,,
22840,ANXXX116,ANXXX116,15,,
22880,AN23B010,AN23B010,17,,
22916,AN08B086,AN08B086,13,,
22931,ANXXX006,ANXXX006,17,,
22961,AN09B026,AN09B026,13,,
22979,AN10B020,AN10B020,7,,
23067,AN09B019,AN09B019,4,,
23140,AN09B019,AN09B019,4,,
23168,AN01B002,AN01B002,3,,
23178,DNge111,DNge111,6,,
23188,AN18B023,AN18B023,9,,
23220,DNge111,DNge111,6,,
23301,AN27X022,AN27X022,2,,
23323,AN10B015,AN10B015,2,,
23341,DNg110,DNg110,6,,
23361,ANXXX191,ANXXX191,9,,
23382,AN01B002,AN01B002,3,,
23411,DNg02_a,DNg02_a,10,flight,Namiki 2022
23412,DNge181,DNge181,6,,
23425,ANXXX170,ANXXX170,2,,
23498,AN08B022,AN08B022,14,,
23513,AN05B035,AN05B035,4,,
23566,AN17A004,AN17A004,3,,
23628,DNg12_a,DNg12_a,9,ventral head grooming and front leg rubbing,Guo 2022
23667,DNge087,DNge087,8,,
23685,ANXXX132,ANXXX132,14,,
23715,DNge093,DNge093,6,,
23747,AN10B024,AN10B024,14,turning,Chen 2023
23755,AN08B048,AN08B048,14,,
23784,AN09B024,AN09B024,1,,
23797,AN12B008,AN12B008,1,,
23819,DNge111,DNge111,6,,
23826,AN05B005,AN05B005,2,,
23882,DNge015,DNge015,6,,
23891,DNge120,DNge120,1,,
23892,DNge095,DNge095,10,,
23953,DNge091,DNge091,5,,
23953,DNge091,DNge091,5,,
23953,DNge091,DNge091,5,,
23960,DNg12_c,DNg12_c,9,ventral head grooming and front leg rubbing,Guo 2022
23975,AN06B012,AN06B012,13,,
24022,AN09B024,AN09B024,1,,
24038,DNg08,DNg08,6,,
24043,DNge090,DNge090,6,,
24050,AN05B098,AN05B098,2,,
24058,DNge014,DNge014,6,,
24115,AN19A018,AN19A018,15,halting,Sapkal 2024
24133,AN19B001,AN19B001,16,,
24155,AN07B036,AN07B036,8,,
24184,DNg110,DNg110,6,,
24229,AN10B015,AN10B015,2,,
24232,DNg36_a,DNg36_a,10,,
24246,AN05B098,AN05B098,2,,
24350,DNge109,DNge109,7,,
24354,DNge090,DNge090,6,,
24357,AN06B002,AN06B002,14,,
24374,DNg08,DNg08,6,,
24412,AN06B012,AN06B012,13,,
24435,AN07B021,AN07B021,14,,
24451,AN07B013,AN07B013,2,,
24466,DNpe012_b,DNpe012_b,10,,
24517,DNg53,DNg53,9,,
24522,AN08B028,AN08B028,13,,
24534,ANXXX049,ANXXX049,14,,
24540,DNge025,DNge025,17,,
24544,AN02A025,AN02A025,13,,
24593,AN19B015,AN19B015,14,,
24619,DNg12_c,DNg12_c,9,ventral head grooming and front leg rubbing,Guo 2022
24657,DNge091,DNge091,5,,
24657,DNge091,DNge091,5,,
24657,DNge091,DNge091,5,,
24666,DNge117,DNge117,10,,
24700,AN08B031,AN08B031,17,wing vibration,Lillvis 2024
24752,DNp72,DNp72,10,,
24831,AN08B028,AN08B028,13,,
24880,DNg12_f,DNg12_f,13,ventral head grooming and front leg rubbing,Guo 2022
24888,AN03B011,AN03B011,14,,
24913,AN10B015,AN10B015,2,,
24924,ANXXX144,ANXXX144,14,,
24961,DNg12_a,DNg12_a,9,ventral head grooming and front leg rubbing,Guo 2022
24966,ANXXX026,ANXXX026,17,,
24974,AN09B015,AN09B015,14,,
24975,AN12B008,AN12B008,1,,
24987,DNpe012_b,DNpe012_b,10,,
24997,AN08B013,AN08B013,2,,
25046,DNge115,DNge115,7,,
25047,AN09B020,AN09B020,3,,
25076,AN08B022,AN08B022,14,,
25092,ANXXX082,ANXXX082,14,,
25114,ANXXX144,ANXXX144,14,,
25153,AN06B002,AN06B002,14,,
25179,ANXXX132,ANXXX132,14,,
25180,DNg12_a,DNg12_a,9,ventral head grooming and front leg rubbing,Guo 2022
25185,AN09A007,AN09A007,1,,
25188,DNg08,DNg08,6,,
25205,DNg92_b,DNg92_b,10,,
25230,AN18B032,AN18B032,1,,
25249,DNge092,DNge092,8,,
25283,DNg08,DNg08,6,,
25335,AN01B018,AN01B018,2,,
25357,DNg02_d,DNg02_d,10,flight,Namiki 2022
25411,AN09B015,AN09B015,14,,
25455,AN08B022,AN08B022,14,,
25461,DNg08,DNg08,6,,
25465,DNg07,DNg07,6,flight,Namiki 2022
25474,DNg07,DNg07,6,flight,Namiki 2022
25504,DNge092,DNge092,8,,
25535,DNp17,DNp17,10,steering?,
25589,DNg07,DNg07,6,flight,Namiki 2022
25634,DNge091,DNge091,5,,
25634,DNge091,DNge091,5,,
25634,DNge091,DNge091,5,,
25687,AN10B022,AN10B022,7,,
25693,AN05B044,AN05B044,1,,
25802,DNge092,DNge092,8,,
25819,AN01B004,AN01B004,4,,
25844,DNge058,DNge058,1,,
25848,DNg08,DNg08,6,,
25852,DNg02_a,DNg02_a,10,flight,Namiki 2022
25861,DNge038,DNge038,12,,
25876,DNge108,DNge108,10,,
25974,ANXXX178,ANXXX178,2,,
25983,DNpe009,DNpe009,10,,
25985,DNge074,DNge074,1,,
26012,AN03B011,AN03B011,14,,
26049,DNg02_a,DNg02_a,10,flight,Namiki 2022
26066,AN06B005,AN06B005,14,,
26079,DNg02_b,DNg02_b,10,flight,Namiki 2022
26088,AN08B010,AN08B010,14,,
26090,AN09B060,AN09B060,2,,
26146,ANXXX154,ANXXX154,13,,
26182,DNg08,DNg08,6,,
26232,DNg08,DNg08,6,,
26241,AN01B002,AN01B002,3,,
26269,AN18B019,AN18B019,14,,
26278,AN07B005,AN07B005,2,,
26284,AN05B005,AN05B005,2,,
26385,DNge087,DNge087,8,,
26413,DNg07,DNg07,6,flight,Namiki 2022
26441,DNg12_f,DNg12_f,13,ventral head grooming and front leg rubbing,Guo 2022
26452,DNg07,DNg07,6,flight,Namiki 2022
26464,DNge115,DNge115,7,,
26471,AN01B002,AN01B002,3,,
26512,DNg07,DNg07,6,flight,Namiki 2022
26564,AN00A006,AN00A006,15,,
26566,AN05B044,AN05B044,1,,
26587,DNg08,DNg08,6,,
26591,DNg07,DNg07,6,flight,Namiki 2022
26636,DNp58,DNp58,16,,
26644,DNge094,DNge094,8,,
26644,DNge094,DNge094,8,,
26652,DNge094,DNge094,8,,
26652,DNge094,DNge094,8,,
26661,AN04B051,AN04B051,13,,
26671,ANXXX026,ANXXX026,17,,
26672,DNpe012_b,DNpe012_b,10,,
26680,AN07B005,AN07B005,2,,
26687,AN01B005,AN01B005,1,,
26743,DNge094,DNge094,8,,
26743,DNge094,DNge094,8,,
26824,DNg08,DNg08,6,,
26842,vMS13,vMS13,13,,
26916,AN18B023,AN18B023,9,,
26984,DNge115,DNge115,7,,
27001,DNge094,DNge094,8,,
27001,DNge094,DNge094,8,,
27041,DNg08,DNg08,6,,
27079,ANXXX072,ANXXX072,14,,
