bodyId,type,type_lab,cluster,function,reference
14502,ANXXX098,ANXXX098,2,puff-responsive (leg tactile),Chen 2023
14521,AN07B037_b,AN07B037_b,0,,
14527,AN05B103,AN05B103,11,,
14534,ANXXX098,ANXXX098,2,puff-responsive (leg tactile),Chen 2023
14537,DNge078,DNge078,9,antennal grooming,"Braun 2024?, Hampel 2015"
14554,DNg72,DNg72,9,,
14561,AN06B025,AN06B025,1,,
14567,AN27X009,AN27X009,7,,
14569,DNg04,DNg04,1,,
14579,AN27X022,AN27X022,5,,
14587,AN08B018,AN08B018,2,,
14600,AN12B004,AN12B004,6,,
14628,AN09B023,AN09B023,12,,
14642,AN09B002,AN09B002,11,,
14656,AN06B025,AN06B025,1,,
14686,DNg11,DNg11,1,front leg rubbing,Guo 2022
14700,AN01A086,AN01A086,3,,
14716,AN27X018,AN27X018,7,,
14758,AN08B018,AN08B018,2,,
14793,DNge121,DNge121,4,,
14794,AN09B012,AN09B012,11,,
14801,DNge111,DNge111,3,,
14804,DNg63,DNg63,12,,
14826,AN27X021,AN27X021,5,,
14832,"DNp51,DNpe019","DNp51,DNpe019",1,,
14842,DNge184,DNge184,3,,
14846,DNp39,DNp39,10,,
14854,DNg72,DNg72,9,,
14863,AN19A018,AN19A018,11,halting,Sapkal 2024
14885,DNpe040,DNpe040,8,,
14887,DNge072,DNge072,0,,
14899,AN05B006,AN05B006,7,,
14936,DNge052,DNge052,1,,
14950,ANXXX094,ANXXX094,11,,
14952,DNg09_b,DNg09_b,3,,
14964,DNge113,DNge113,3,,
14968,AN06B037,AN06B037,1,,
14970,DNge052,DNge052,1,,
14973,AN19A018,AN19A018,11,halting,Sapkal 2024
14976,ANXXX094,ANXXX094,11,,
14989,DNge127,DNge127,11,,
14994,ANXXX027,ANXXX027,12,,
15014,DNge121,DNge121,4,,
15024,DNp21,DNp21,8,,
15028,DNp41,DNp41,10,,
15047,DNge184,DNge184,3,,
15063,DNg50,DNg50,8,,
15064,DNg05_a,DNg05_a,3,,
15065,DNge016,DNge016,4,,
15070,AN08B012,AN08B012,12,,
15072,DNpe004,DNpe004,1,,
15087,AN10B019,AN10B019,6,,
15100,AN10B019,AN10B019,6,,
15105,DNg55,DNg55,11,steering,Sapkal 2024
15144,AN09B011,AN09B011,11,,
15148,DNg62,DNg62,9,antennal grooming,"Braun 2024?, Hampel 2015"
15156,DNge147,DNge147,9,,
15171,AN09B004,AN09B004,12,,
15188,AN04B001,AN04B001,12,,
15190,AN17A012,AN17A012,7,,
15192,AN05B097,AN05B097,7,,
15201,DNg72,DNg72,9,,
15207,AN09B002,AN09B002,11,,
15254,DNge057,DNge057,9,,
15286,DNg47,DNg47,9,,
15291,AN05B099,AN05B099,12,,
15306,DNpe020,DNpe020,10,,
15326,DNg109,DNg109,7,,
15344,AN07B037_b,AN07B037_b,0,,
15347,DNge082,DNge082,7,,
15354,AN17B009,AN17B009,6,,
15394,DNge147,DNge147,9,,
15442,DNg46,DNg46,1,,
15443,ANXXX027,ANXXX027,12,,
15448,DNge097,DNge097,1,,
15450,DNge057,DNge057,9,,
15454,DNg58,DNg58,6,,
15457,DNpe004,DNpe004,1,,
15483,DNge175,DNge175,4,,
15485,DNge145,DNge145,3,,
15491,DNpe028,DNpe028,10,,
15492,AN10B020,AN10B020,2,,
15502,DNp41,DNp41,10,,
15503,DNge019,DNge019,9,,
15509,DNge091,DNge091,4,,
15509,DNge091,DNge091,4,,
15509,DNge091,DNge091,4,,
15514,AN27X013,AN27X013,11,,
15533,AN17A050,AN17A050,11,,
15537,AN12B017,AN12B017,11,,
15550,ANXXX002,ANXXX002,10,,
15559,ANXXX041,ANXXX041,3,,
15568,DNg11,DNg11,1,front leg rubbing,Guo 2022
15575,DNge030,DNge030,1,,
15590,AN10B017,AN10B017,2,,
15639,ANXXX041,ANXXX041,3,,
15643,ANXXX007,ANXXX007,2,,
15645,AN09B017d,AN09B017d,5,,
15650,AN08B034,AN08B034,6,,
15653,DNge012,DNge012,9,antennal grooming?,Hampel 2015
15667,DNpe014,DNpe014,10,,
15672,AN12B004,AN12B004,6,,
15673,DNg20,DNg20,4,,
15681,DNge113,DNge113,3,,
15705,DNge081,DNge081,11,,
15720,DNge124,DNge124,7,,
15740,ANXXX071,ANXXX071,9,,
15749,ANXXX071,ANXXX071,9,,
15751,AN17A003,AN17A003,12,,
15758,AN05B099,AN05B099,12,,
15760,DNg72,DNg72,9,,
15796,DNg106,DNg106,4,,
15800,DNge072,DNge072,0,,
15811,DNg45,DNg45,11,,
15821,DNge081,DNge081,11,,
15825,DNg21,DNg21,11,,
15833,DNp52,DNp52,11,,
15835,DNp25,DNp25,10,,
15847,DNg107,DNg107,11,,
15857,DNge058,DNge058,11,,
15884,AN17A076,AN17A076,12,,
15906,AN23B001,AN23B001,12,,
15931,AN06B037,AN06B037,1,,
15939,DNp41,DNp41,10,,
15941,AN08B024,AN08B024,2,,
15945,DNpe035,DNpe035,7,,
15981,AN09B004,AN09B004,12,,
15988,DNge064,DNge064,7,,
15995,DNge013,DNge013,8,,
16063,AN07B017,AN07B017,9,,
16078,DNge181,DNge181,3,,
16079,DNge068,DNge068,9,,
16086,ANXXX041,ANXXX041,3,,
16098,DNge029,DNge029,9,,
16118,DNge145,DNge145,3,,
16119,DNpe014,DNpe014,10,,
16130,DNge034,DNge034,11,,
16173,AN27X018,AN27X018,7,,
16174,AN17B009,AN17B009,6,,
16176,AN08B034,AN08B034,6,,
16189,AN08B024,AN08B024,2,,
16191,DNb03,DNb03,1,,
16200,AN08B024,AN08B024,2,,
16202,AN17A012,AN17A012,7,,
16221,DNg21,DNg21,11,,
16230,AN10B020,AN10B020,2,,
16245,DNpe033,DNpe033,11,,
16257,DNge091,DNge091,4,,
16257,DNge091,DNge091,4,,
16257,DNge091,DNge091,4,,
16297,AN00A006,AN00A006,7,,
16302,AN09B017d,AN09B017d,5,,
16307,DNge001,DNge001,9,,
16326,AN08B025,AN08B025,2,,
16336,ANXXX098,ANXXX098,2,puff-responsive (leg tactile),Chen 2023
16338,AN12B006,AN12B006,6,,
16369,DNg01_b,DNg01_b,1,,
16384,AN17A003,AN17A003,12,,
16399,DNg11,DNg11,1,front leg rubbing,Guo 2022
16458,ANXXX041,ANXXX041,3,,
16462,ANXXX139,ANXXX139,7,,
16466,AN05B102d,AN05B102d,5,,
16471,DNg106,DNg106,4,,
16500,AN05B097,AN05B097,7,,
16505,AN05B102d,AN05B102d,5,,
16506,AN04B023,AN04B023,11,,
16510,AN09B009,AN09B009,12,,
16535,AN09B017c,AN09B017c,5,,
16536,DNge075,DNge075,12,,
16542,AN19A018,AN19A018,11,halting,Sapkal 2024
16544,AN18B022,AN18B022,1,,
16563,AN19B028,AN19B028,1,,
16569,AN05B097,AN05B097,7,,
16593,ANXXX002,ANXXX002,10,,
16616,AN19B025,AN19B025,0,,
16623,DNge034,DNge034,11,,
16672,AN17B008,AN17B008,3,,
16675,AN08B112,AN08B112,2,,
16687,AN09B033,AN09B033,5,,
16697,AN08B025,AN08B025,2,,
16701,DNpe012_a,DNpe012_a,1,,
16703,DNpe033,DNpe033,11,,
16712,DNb03,DNb03,1,,
16730,AN08B024,AN08B024,2,,
16731,DNg94,DNg94,1,,
16741,DNge019,DNge019,9,,
16746,DNge064,DNge064,7,,
16747,AN09B017b,AN09B017b,5,,
16749,AN08B024,AN08B024,2,,
16750,AN17B016,AN17B016,6,,
16829,DNb03,DNb03,1,,
16830,AN09B017c,AN09B017c,5,,
16850,DNg23,DNg23,4,,
16856,DNge134,DNge134,2,,
16864,DNg59,DNg59,4,,
16868,AN17A002,AN17A002,12,,
16878,DNge019,DNge019,9,,
16885,AN27X009,AN27X009,7,,
16893,AN10B026,AN10B026,11,,
16897,AN04B003,AN04B003,11,,
16918,AN18B022,AN18B022,1,,
16923,ANXXX007,ANXXX007,2,,
16935,DNge097,DNge097,1,,
16942,DNge098,DNge098,9,,
16957,AN09B004,AN09B004,12,,
16966,ANXXX218,ANXXX218,6,,
16977,ANXXX098,ANXXX098,2,puff-responsive (leg tactile),Chen 2023
16983,AN17B016,AN17B016,6,,
16994,DNg17,DNg17,9,,
17019,DNpe004,DNpe004,1,,
17093,DNg45,DNg45,11,,
17094,AN09B023,AN09B023,12,,
17097,AN06B007,AN06B007,11,,
17101,DNg106,DNg106,4,,
17103,AN09B017a,AN09B017a,5,,
17120,DNg82,DNg82,1,,
17124,ANXXX082,ANXXX082,11,,
17158,AN05B099,AN05B099,12,,
17179,DNa07,DNa07,1,,
17198,DNge035,DNge035,10,,
17199,DNg82,DNg82,1,,
17206,AN08B026,AN08B026,11,,
17210,DNpe036,DNpe036,8,,
17211,DNge174,DNge174,9,,
17231,AN08B027,AN08B027,11,,
17253,AN09B007,AN09B007,11,,
17322,AN27X016,AN27X016,6,,
17331,DNg02_d,DNg02_d,1,flight,Namiki 2022
17333,DNg106,DNg106,4,,
17335,AN09B017a,AN09B017a,5,,
17344,ANXXX218,ANXXX218,6,,
17361,AN10B021,AN10B021,6,,
17367,DNp65,DNp65,8,,
17373,DNg58,DNg58,6,,
17378,AN27X017,AN27X017,7,,
17382,AN06B034,AN06B034,10,,
17386,DNg12_d,DNg12_d,0,ventral head grooming and front leg rubbing,Guo 2022
17416,AN05B102c,AN05B102c,5,,
17446,AN19B036,AN19B036,6,,
17448,ANXXX098,ANXXX098,2,puff-responsive (leg tactile),Chen 2023
17452,AN17A012,AN17A012,7,,
17456,AN02A009,AN02A009,2,,
17471,DNg09_b,DNg09_b,3,,
17490,AN04B001,AN04B001,12,,
17492,AN05B023d,AN05B023d,5,,
17494,AN06B039,AN06B039,11,,
17503,ANXXX093,ANXXX093,5,,
17510,AN19A018,AN19A018,11,halting,Sapkal 2024
17513,AN05B009,AN05B009,12,,
17519,ANXXX120,ANXXX120,2,,
17522,AN18B001,AN18B001,10,,
17524,AN06B057,AN06B057,2,,
17549,AN09B011,AN09B011,11,,
17554,ANXXX470,ANXXX470,5,taste,Kim 2017
17555,DNxl114,DNxl114,12,,
17585,AN02A017,AN02A017,0,,
17628,AN23B001,AN23B001,12,,
17637,AN08B027,AN08B027,11,,
17674,AN03B094,AN03B094,1,,
17684,AN17A015,AN17A015,12,,
17695,AN07B017,AN07B017,9,,
17713,AN04B003,AN04B003,11,,
17724,AN19B049,AN19B049,6,,
17727,DNg09_a,DNg09_a,3,,
17739,DNge105,DNge105,9,,
17757,AN19B001,AN19B001,8,,
17788,AN10B021,AN10B021,6,,
17792,AN08B026,AN08B026,11,,
17832,AN06B026,AN06B026,6,,
17873,AN02A009,AN02A009,2,,
17887,ANXXX131,ANXXX131,6,,
17955,ANXXX120,ANXXX120,2,,
17967,DNde006,DNde006,11,,
18050,AN09B009,AN09B009,12,,
18054,AN04B023,AN04B023,11,,
18072,DNp16_a,DNp16_a,1,,
18110,DNge145,DNge145,3,,
18122,DNg77,DNg77,11,,
18134,AN12A003,AN12A003,11,,
18153,AN17A012,AN17A012,7,,
18159,DNge174,DNge174,9,,
18164,AN05B102c,AN05B102c,5,,
18183,DNg02_f,DNg02_f,1,flight,Namiki 2022
18229,DNge021,DNge021,9,,
18232,AN09B027,AN09B027,11,,
18265,DNge019,DNge019,9,,
18278,AN05B029,AN05B029,12,,
18279,AN09B007,AN09B007,11,,
18281,ANXXX050,ANXXX050,7,,
18324,AN05B025,AN05B025,5,,
18325,AN09B018,AN09B018,7,,
18338,AN09B003,AN09B003,11,,
18366,AN12B019,AN12B019,6,,
18373,AN17B007,AN17B007,3,,
18430,AN05B023c,AN05B023c,5,,
18436,AN07B037_a,AN07B037_a,6,,
18445,AN19B049,AN19B049,6,,
18455,AN17B008,AN17B008,3,,
18490,AN06B057,AN06B057,2,,
18513,AN02A005,AN02A005,0,,
18532,DNg09_a,DNg09_a,3,,
18556,DNg03,DNg03,1,,
18562,DNg11,DNg11,1,front leg rubbing,Guo 2022
18568,AN27X003,AN27X003,11,,
18572,AN06B090,AN06B090,3,,
18589,AN02A005,AN02A005,0,,
18607,DNpe037,DNpe037,10,,
18616,DNg12_a,DNg12_a,0,ventral head grooming and front leg rubbing,Guo 2022
18626,AN06B026,AN06B026,6,,
18627,AN05B025,AN05B025,5,,
18641,AN05B026,AN05B026,5,,
18643,AN09B027,AN09B027,11,,
18679,AN08B026,AN08B026,11,,
18696,AN05B023c,AN05B023c,5,,
18714,AN18B004,AN18B004,12,,
18804,AN09B012,AN09B012,11,,
18811,AN12A003,AN12A003,11,,
18940,AN05B006,AN05B006,7,,
18957,AN05B099,AN05B099,12,,
19030,DNge091,DNge091,4,,
19030,DNge091,DNge091,4,,
19030,DNge091,DNge091,4,,
19038,DNg106,DNg106,4,,
19043,AN08B026,AN08B026,11,,
19063,AN17A015,AN17A015,12,,
19084,DNge029,DNge029,9,,
19090,AN07B037_a,AN07B037_a,6,,
19124,AN03A002,AN03A002,0,"front leg walking, pushing, grooming",Chen 2023
19175,AN06B002,AN06B002,11,,
19197,AN09B018,AN09B018,7,,
19206,AN06B034,AN06B034,10,,
19214,DNge019,DNge019,9,,
19217,AN23B003,AN23B003,11,,
19227,AN08B069,AN08B069,6,wing vibration,Lillvis 2024
19247,DNg106,DNg106,4,,
19268,DNg12_c,DNg12_c,0,ventral head grooming and front leg rubbing,Guo 2022
19280,AN08B028,AN08B028,2,,
19408,AN10B022,AN10B022,2,,
19411,AN09B029,AN09B029,12,,
19419,AN09B029,AN09B029,12,,
19428,DNge144,DNge144,11,,
19433,AN19B025,AN19B025,0,,
19440,AN09B016,AN09B016,6,,
19441,DNg12_a,DNg12_a,0,ventral head grooming and front leg rubbing,Guo 2022
19450,DNge091,DNge091,4,,
19450,DNge091,DNge091,4,,
19450,DNge091,DNge091,4,,
19455,DNg12_h,DNg12_h,0,ventral head grooming and front leg rubbing,Guo 2022
19457,AN06B002,AN06B002,11,,
19480,ANXXX462a,ANXXX462a,5,,
19489,DNpe010,DNpe010,1,,
19570,DNpe010,DNpe010,1,,
19573,DNg08,DNg08,4,,
19581,AN17A062,AN17A062,12,,
19607,AN19B024,AN19B024,1,,
19612,ANXXX030,ANXXX030,11,,
19631,DNg12_h,DNg12_h,0,ventral head grooming and front leg rubbing,Guo 2022
19633,DNg11,DNg11,1,front leg rubbing,Guo 2022
19651,AN07B037_a,AN07B037_a,6,,
19664,DNge019,DNge019,9,,
19691,DNge110,DNge110,3,,
19709,AN05B097,AN05B097,7,,
19733,ANXXX174,ANXXX174,6,,
19749,DNge091,DNge091,4,,
19749,DNge091,DNge091,4,,
19749,DNge091,DNge091,4,,
19753,AN23B003,AN23B003,11,,
19773,DNg02_g,DNg02_g,1,flight,Namiki 2022
19871,DNg06,DNg06,3,,
19886,AN04B023,AN04B023,11,,
19946,DNg12_c,DNg12_c,0,ventral head grooming and front leg rubbing,Guo 2022
19960,DNa07,DNa07,1,,
19962,DNge181,DNge181,3,,
19981,AN06A015,AN06A015,2,,
19982,AN04B023,AN04B023,11,,
19994,DNge091,DNge091,4,,
19994,DNge091,DNge091,4,,
19994,DNge091,DNge091,4,,
20010,AN06B002,AN06B002,11,,
20014,AN19B024,AN19B024,1,,
20022,AN02A017,AN02A017,0,,
20051,DNge183,DNge183,3,,
20054,DNge091,DNge091,4,,
20054,DNge091,DNge091,4,,
20054,DNge091,DNge091,4,,
20065,ANXXX055,ANXXX055,7,,
20102,DNge178,DNge178,9,,
20106,ANXXX075,ANXXX075,12,,
20108,AN05B102b,AN05B102b,5,,
20129,DNg12_e,DNg12_e,9,ventral head grooming and front leg rubbing,Guo 2022
20131,DNpe004,DNpe004,1,,
20170,AN17B013,AN17B013,3,,
20185,DNg36_a,DNg36_a,1,,
20216,AN07B106,AN07B106,11,,
20217,ANXXX165,ANXXX165,6,,
20227,ANXXX005,ANXXX005,12,,
20234,DNge175,DNge175,4,,
20288,DNg12_c,DNg12_c,0,ventral head grooming and front leg rubbing,Guo 2022
20289,DNg02_g,DNg02_g,1,flight,Namiki 2022
20328,AN09B060,AN09B060,12,,
20344,AN08B026,AN08B026,11,,
20354,DNg57,DNg57,4,,
20371,ANXXX151,ANXXX151,5,,
20398,AN01A033,AN01A033,11,,
20408,DNge021,DNge021,9,,
20414,DNp16_a,DNp16_a,1,,
20418,DNpe053,DNpe053,8,,
20456,AN08B028,AN08B028,2,,
20473,DNg12_c,DNg12_c,0,ventral head grooming and front leg rubbing,Guo 2022
20489,AN02A025,AN02A025,6,,
20515,DNg08,DNg08,4,,
20525,AN07B013,AN07B013,12,,
20530,AN05B024,AN05B024,12,,
20531,DNg09_a,DNg09_a,3,,
20539,AN12B006,AN12B006,6,,
20636,AN12B019,AN12B019,6,,
20643,DNg57,DNg57,4,,
20644,AN09B014,AN09B014,4,,
20691,AN08B069,AN08B069,6,wing vibration,Lillvis 2024
20734,AN19B036,AN19B036,6,,
20743,DNge019,DNge019,9,,
20745,DNpe009,DNpe009,1,,
20753,DNp16_b,DNp16_b,1,,
20769,AN23B004,AN23B004,11,,
20774,DNg36_a,DNg36_a,1,,
20788,DNg12_c,DNg12_c,0,ventral head grooming and front leg rubbing,Guo 2022
20821,DNg08,DNg08,4,,
20831,AN09A005,AN09A005,6,,
20842,AN09B059,AN09B059,11,,
20849,DNg02_b,DNg02_b,1,flight,Namiki 2022
20886,DNge025,DNge025,9,,
20891,ANXXX116,ANXXX116,7,,
20898,AN09B060,AN09B060,12,,
20923,DNg110,DNg110,3,,
20962,DNg02_f,DNg02_f,1,flight,Namiki 2022
20977,AN23B004,AN23B004,11,,
20983,AN06A015,AN06A015,2,,
21020,ANXXX165,ANXXX165,6,,
21027,DNp17,DNp17,1,steering?,
21031,DNp72,DNp72,1,,
21035,ANXXX151,ANXXX151,5,,
21050,ANXXX174,ANXXX174,6,,
21061,AN10B020,AN10B020,2,,
21122,DNg02_a,DNg02_a,3,flight,Namiki 2022
21128,AN17B008,AN17B008,3,,
21140,AN08B009,AN08B009,11,,
21146,DNge091,DNge091,4,,
21146,DNge091,DNge091,4,,
21146,DNge091,DNge091,4,,
21149,DNg107,DNg107,11,,
21155,DNg106,DNg106,4,,
21182,AN06B014,AN06B014,0,,
21195,AN05B097,AN05B097,7,,
21239,ANXXX106,ANXXX106,3,,
21254,ANXXX150,ANXXX150,7,reproduction,Feng 2014
21278,DNg106,DNg106,4,,
21296,AN04B023,AN04B023,11,,
21309,AN05B102b,AN05B102b,5,,
21354,AN08B086,AN08B086,6,,
21360,AN04B001,AN04B001,12,,
21403,DNge183,DNge183,3,,
21428,DNge091,DNge091,4,,
21428,DNge091,DNge091,4,,
21428,DNge091,DNge091,4,,
21484,AN08B034,AN08B034,6,,
21512,AN08B013,AN08B013,12,,
21527,AN19B010,AN19B010,11,,
21533,AN10B008,AN10B008,0,,
21549,AN08B009,AN08B009,11,,
21578,DNg106,DNg106,4,,
21581,DNge178,DNge178,9,,
21589,DNge111,DNge111,3,,
21624,DNg12_a,DNg12_a,0,ventral head grooming and front leg rubbing,Guo 2022
21662,AN07B106,AN07B106,11,,
21668,DNge019,DNge019,9,,
21712,DNp16_b,DNp16_b,1,,
21730,AN23B010,AN23B010,9,,
21743,AN19B014,AN19B014,0,,
21763,AN13B002,AN13B002,5,,
21764,AN09B059,AN09B059,11,,
21770,AN09B034,AN09B034,11,,
21783,AN27X008,AN27X008,3,flight,Cheong 2024
21803,AN08B048,AN08B048,6,,
21863,DNg106,DNg106,4,,
21870,AN10B022,AN10B022,2,,
21929,AN12B005,AN12B005,11,,
22012,DNxl114,DNxl114,12,,
22024,DNge181,DNge181,3,,
22033,DNg12_c,DNg12_c,0,ventral head grooming and front leg rubbing,Guo 2022
22047,AN00A006,AN00A006,7,,
22058,ANXXX030,ANXXX030,11,,
22080,DNg12_g,DNg12_g,2,ventral head grooming and front leg rubbing,Guo 2022
22087,DNg83,DNg83,4,,
22090,AN27X016,AN27X016,6,,
22115,AN08B050,AN08B050,11,,
22128,DNg12_g,DNg12_g,2,ventral head grooming and front leg rubbing,Guo 2022
22158,DNpe012_b,DNpe012_b,1,,
22190,DNg12_e,DNg12_e,9,ventral head grooming and front leg rubbing,Guo 2022
22210,AN06B089,AN06B089,0,,
22247,AN07B013,AN07B013,12,,
22319,AN08B010,AN08B010,11,,
22356,dMS9,dMS9,6,pulse song,Lillvis 2024
22390,DNge008,DNge008,3,,
22393,DNg02_a,DNg02_a,3,flight,Namiki 2022
22404,DNg02_a,DNg02_a,3,flight,Namiki 2022
22432,ANXXX049,ANXXX049,11,,
22462,DNg02_g,DNg02_g,1,flight,Namiki 2022
22469,AN18B019,AN18B019,11,,
22474,DNg12_e,DNg12_e,9,ventral head grooming and front leg rubbing,Guo 2022
22480,AN18B019,AN18B019,11,,
22499,AN10B009,AN10B009,9,,
22518,AN09B060,AN09B060,12,,
22564,DNg12_e,DNg12_e,9,ventral head grooming and front leg rubbing,Guo 2022
22572,AN09B034,AN09B034,11,,
22596,DNg12_e,DNg12_e,9,ventral head grooming and front leg rubbing,Guo 2022
22597,AN01A033,AN01A033,11,,
22617,AN10B022,AN10B022,2,,
22627,DNge095,DNge095,1,,
22645,DNge087,DNge087,0,,
22692,DNg110,DNg110,3,,
22728,AN17A004,AN17A004,12,,
22757,DNge019,DNge019,9,,
22758,DNg67,DNg67,5,,
22840,ANXXX116,ANXXX116,7,,
22880,AN23B010,AN23B010,9,,
22916,AN08B086,AN08B086,6,,
22931,ANXXX006,ANXXX006,9,,
22961,AN09B026,AN09B026,6,,
22979,AN10B020,AN10B020,2,,
23067,AN09B019,AN09B019,5,,
23140,AN09B019,AN09B019,5,,
23168,AN01B002,AN01B002,12,,
23178,DNge111,DNge111,3,,
23188,AN18B023,AN18B023,0,,
23220,DNge111,DNge111,3,,
23301,AN27X022,AN27X022,5,,
23323,AN10B015,AN10B015,12,,
23341,DNg110,DNg110,3,,
23361,ANXXX191,ANXXX191,0,,
23382,AN01B002,AN01B002,12,,
23411,DNg02_a,DNg02_a,3,flight,Namiki 2022
23412,DNge181,DNge181,3,,
23425,ANXXX170,ANXXX170,12,,
23498,AN08B022,AN08B022,11,,
23513,AN05B035,AN05B035,5,,
23566,AN17A004,AN17A004,12,,
23628,DNg12_a,DNg12_a,0,ventral head grooming and front leg rubbing,Guo 2022
23667,DNge087,DNge087,0,,
23685,ANXXX132,ANXXX132,6,,
23715,DNge093,DNge093,3,,
23747,AN10B024,AN10B024,11,turning,Chen 2023
23755,AN08B048,AN08B048,6,,
23784,AN09B024,AN09B024,11,,
23797,AN12B008,AN12B008,11,,
23819,DNge111,DNge111,3,,
23826,AN05B005,AN05B005,12,,
23882,DNge015,DNge015,3,,
23891,DNge120,DNge120,11,,
23892,DNge095,DNge095,1,,
23953,DNge091,DNge091,4,,
23953,DNge091,DNge091,4,,
23953,DNge091,DNge091,4,,
23960,DNg12_c,DNg12_c,0,ventral head grooming and front leg rubbing,Guo 2022
23975,AN06B012,AN06B012,6,,
24022,AN09B024,AN09B024,11,,
24038,DNg08,DNg08,4,,
24043,DNge090,DNge090,3,,
24050,AN05B098,AN05B098,12,,
24058,DNge014,DNge014,3,,
24115,AN19A018,AN19A018,11,halting,Sapkal 2024
24133,AN19B001,AN19B001,8,,
24155,AN07B036,AN07B036,1,,
24184,DNg110,DNg110,3,,
24229,AN10B015,AN10B015,12,,
24232,DNg36_a,DNg36_a,1,,
24246,AN05B098,AN05B098,12,,
24350,DNge114,DNge114,2,,
24354,DNge090,DNge090,3,,
24357,AN06B002,AN06B002,11,,
24374,DNg08,DNg08,4,,
24412,AN06B012,AN06B012,6,,
24435,AN07B021,AN07B021,3,,
24451,AN07B013,AN07B013,12,,
24466,DNpe012_b,DNpe012_b,1,,
24517,DNg53,DNg53,0,,
24522,AN08B028,AN08B028,2,,
24534,ANXXX049,ANXXX049,11,,
24540,DNge025,DNge025,9,,
24544,AN02A025,AN02A025,6,,
24593,AN19B015,AN19B015,9,,
24619,DNg12_c,DNg12_c,0,ventral head grooming and front leg rubbing,Guo 2022
24657,DNge091,DNge091,4,,
24657,DNge091,DNge091,4,,
24657,DNge091,DNge091,4,,
24666,DNge117,DNge117,1,,
24700,AN08B031,AN08B031,9,wing vibration,Lillvis 2024
24752,DNp72,DNp72,1,,
24831,AN08B028,AN08B028,2,,
24880,DNg12_f,DNg12_f,2,ventral head grooming and front leg rubbing,Guo 2022
24888,AN03B011,AN03B011,11,,
24913,AN10B015,AN10B015,12,,
24924,ANXXX144,ANXXX144,6,,
24961,DNg12_a,DNg12_a,0,ventral head grooming and front leg rubbing,Guo 2022
24966,ANXXX026,ANXXX026,9,,
24974,AN09B015,AN09B015,6,,
24975,AN12B008,AN12B008,11,,
24987,DNpe012_b,DNpe012_b,1,,
24997,AN08B013,AN08B013,12,,
25046,DNge115,DNge115,2,,
25047,AN09B020,AN09B020,12,,
25076,AN08B022,AN08B022,11,,
25092,ANXXX082,ANXXX082,11,,
25114,ANXXX144,ANXXX144,6,,
25153,AN06B002,AN06B002,11,,
25179,ANXXX132,ANXXX132,6,,
25180,DNg12_a,DNg12_a,0,ventral head grooming and front leg rubbing,Guo 2022
25185,AN09A007,AN09A007,11,,
25188,DNg08,DNg08,4,,
25205,DNg92_b,DNg92_b,1,,
25230,AN18B032,AN18B032,11,,
25249,DNge092,DNge092,0,,
25283,DNg08,DNg08,4,,
25335,AN01B018,AN01B018,11,,
25357,DNg02_d,DNg02_d,1,flight,Namiki 2022
25411,AN09B015,AN09B015,6,,
25455,AN08B022,AN08B022,11,,
25461,DNg08,DNg08,4,,
25465,DNg07,DNg07,3,flight,Namiki 2022
25474,DNg07,DNg07,3,flight,Namiki 2022
25504,DNge092,DNge092,0,,
25535,DNp17,DNp17,1,steering?,
25589,DNg07,DNg07,3,flight,Namiki 2022
25634,DNge091,DNge091,4,,
25634,DNge091,DNge091,4,,
25634,DNge091,DNge091,4,,
25687,AN10B022,AN10B022,2,,
25693,AN05B044,AN05B044,11,,
25802,DNge092,DNge092,0,,
25819,AN01B004,AN01B004,5,,
25844,DNge058,DNge058,11,,
25848,DNg08,DNg08,4,,
25852,DNg02_a,DNg02_a,3,flight,Namiki 2022
25861,DNge038,DNge038,7,,
25876,DNge108,DNge108,1,,
25974,ANXXX178,ANXXX178,12,,
25983,DNpe009,DNpe009,1,,
25985,DNge074,DNge074,11,,
26012,AN03B011,AN03B011,11,,
26049,DNg02_a,DNg02_a,3,flight,Namiki 2022
26066,AN06B005,AN06B005,11,,
26079,DNg02_b,DNg02_b,1,flight,Namiki 2022
26088,AN08B010,AN08B010,11,,
26090,AN09B060,AN09B060,12,,
26146,ANXXX154,ANXXX154,6,,
26182,DNg08,DNg08,4,,
26232,DNg08,DNg08,4,,
26241,AN01B002,AN01B002,12,,
26269,AN18B019,AN18B019,11,,
26278,AN07B005,AN07B005,12,,
26284,AN05B005,AN05B005,12,,
26385,DNge087,DNge087,0,,
26413,DNg07,DNg07,3,flight,Namiki 2022
26441,DNg12_f,DNg12_f,2,ventral head grooming and front leg rubbing,Guo 2022
26452,DNg07,DNg07,3,flight,Namiki 2022
26464,DNge115,DNge115,2,,
26471,AN01B002,AN01B002,12,,
26512,DNg07,DNg07,3,flight,Namiki 2022
26564,AN00A006,AN00A006,7,,
26566,AN05B044,AN05B044,11,,
26587,DNg08,DNg08,4,,
26591,DNg07,DNg07,3,flight,Namiki 2022
26636,DNp58,DNp58,8,,
26644,DNge094,DNge094,1,,
26644,DNge094,DNge094,1,,
26652,DNge094,DNge094,1,,
26652,DNge094,DNge094,1,,
26661,AN04B051,AN04B051,6,,
26671,ANXXX026,ANXXX026,9,,
26672,DNpe012_b,DNpe012_b,1,,
26680,AN07B005,AN07B005,12,,
26687,AN01B005,AN01B005,11,,
26743,DNge094,DNge094,1,,
26743,DNge094,DNge094,1,,
26824,DNg08,DNg08,4,,
